23278,30,8.54,8.5,1
22728,13,8.63,8.5,1
30482,48,8.45,8.5,1
13226,16,8.57,8.5,1
8784,16,8.58,8.5,1
17951,13,8.55,8.5,1
9503,6,8.48,8.5,1
9325,26,8.45,8.5,1
10257,0,8.81,9,1
24451,5,8.54,8.5,1
12530,1,8.50,8.5,1
59409,453,8.45,8.5,1
21763,34,8.68,8.5,1
9471,24,8.56,8.5,1
79284,53,8.51,8.5,1
36182,7,8.56,8.5,1
32204,23,8.59,8.5,1
52686,60,8.51,8.5,1
26699,10,8.52,8.5,1
33736,12,8.55,8.5,1
31069,5,7.84,8,2
34263,2,7.69,7.5,2
31476,26,8.14,8,2
32556,422,8.75,8.5,2
43445,599,8.70,8.5,2
49099,112,8.26,8.5,2
60023,246,8.60,8.5,2
50358,823,8.80,9,2
57500,314,8.26,8.5,2
37790,18,8.12,8,2
34112,519,8.58,8.5,2
38481,242,8.48,8.5,2
86053,242,8.09,8,2
78142,458,8.31,8.5,2
80159,57,7.94,8,2
30825,34,8.05,8,2
45204,3,7.40,7.5,2
66897,27,7.98,8,2
66056,35,7.02,7,2
65376,11,6.47,6.5,2
45094,0,4.77,5,2
40535,331,8.89,9,2
58762,2,7.79,8,2
57874,33,8.56,8.5,2
60883,3,5.34,5.5,2
37606,9,8.45,8.5,2
50456,3,7.82,8,2
51992,3,5.88,6,2
36941,10,8.18,8,2
21636,6,8.49,8.5,2
33620,2,6.86,7,2
42475,6,8.49,8.5,2
40362,1,8.28,8.5,2
42738,0,8.13,8,2
39983,6,8.10,8,2
44638,2,8.05,8,2
46959,4,6.57,6.5,2
44869,0,5.91,6,2
48467,196,8.36,8.5,2
70288,27,8.34,8.5,2
56069,0,6.41,6.5,2
56893,328,8.70,8.5,2
62066,0,5.17,5,2
24417,3,8.06,8,3
44552,20,7.99,8,3
109793,6,8.24,8,3
64458,128,8.28,8.5,3
88510,13,8.30,8.5,3
62010,20,8.34,8.5,3
77509,68,8.37,8.5,3
59851,17,8.37,8.5,3
123771,31,8.29,8.5,3
54846,4,8.18,8,3
166033,6,8.31,8.5,3
44204,2,8.57,8.5,3
40952,13,8.62,8.5,3
16555,6,8.59,8.5,3
20051,15,8.67,8.5,3
26375,15,8.68,8.5,3
17314,22,8.56,8.5,3
18694,12,8.64,8.5,3
24214,3,8.49,8.5,3
33399,28,8.67,8.5,3
15594,113,8.62,8.5,3
8318,21,8.65,8.5,3
22676,30,8.63,8.5,3
14909,122,8.67,8.5,3
29088,35,8.64,8.5,3
11340,5,8.54,8.5,3
27318,11,8.53,8.5,3
19225,14,8.42,8.5,3
46349,0,4.62,4.5,4
25729,0,4.65,4.5,4
21457,0,4.10,4,4
48833,0,4.70,4.5,4
42261,0,4.57,4.5,4
28237,0,4.60,4.5,4
51820,0,4.47,4.5,4
37333,0,4.41,4.5,4
62483,0,4.46,4.5,4
110656,1,4.70,4.5,4
54627,0,4.68,4.5,4
68212,1,4.56,4.5,4
19636,0,4.62,4.5,4
15446,0,4.59,4.5,4
48565,0,4.63,4.5,4
37359,0,4.60,4.5,4
22817,0,4.47,4.5,4
56189,0,4.49,4.5,4
52828,0,4.53,4.5,4
24487,0,4.56,4.5,4
91943,0,4.66,4.5,4
49169,0,4.72,4.5,4
51801,1,4.46,4.5,4
35109,0,4.66,4.5,4
62804,0,4.65,4.5,4
26151,0,4.58,4.5,4
50200,0,4.56,4.5,4
40344,0,4.60,4.5,4
46550,0,4.64,4.5,4
61776,0,4.43,4.5,4
47985,1,4.74,4.5,4
40426,0,4.64,4.5,4
30038,0,4.36,4.5,4
39834,2,4.67,4.5,4
31986,2,4.65,4.5,4
23974,0,4.76,5,4
91033,0,5.10,5,4
224324,0,5.07,5,4
114475,0,5.16,5,4
103976,0,5.20,5,4
64963,0,5.30,5.5,4
109111,0,4.89,5,4
82222,0,4.84,5,4
46620,0,4.65,4.5,4
73010,0,5.23,5,4
104212,0,4.86,5,4
151011,0,5.17,5,4
73026,0,5.29,5.5,4
113334,0,5.33,5.5,4
75776,0,4.77,5,4
109739,0,5.42,5.5,4
65714,0,5.22,5,4
89544,0,5.07,5,4
151555,0,5.03,5,4
134410,0,4.98,5,4
120375,0,4.99,5,4
47865,0,4.88,5,4
101116,0,5.06,5,4
69566,0,5.30,5.5,4
138843,3,5.02,5,4
119570,0,4.84,5,4
79958,0,5.26,5.5,4
47700,0,5.33,5.5,4
166460,0,4.93,5,4
77557,0,5.35,5.5,4
104388,0,5.14,5,4
